"net/netfilter/xt_connbytes.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/netfilter/xt_connlimit.c",1,"SPDX-License-Identifier: GPL-2.0-or-later","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/netfilter/xt_time.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 00:47:22 UTC","Tim Bird",""
"net/wireless/of.c",1,"SPDX-License-Identifier: ISC","2026-03-05 22:04:21 UTC","Tim Bird",""
"net/wireless/radiotap.c",1,"SPDX-License-Identifier: GPL-2.0 OR BSD-2-Clause","2026-03-05 22:04:21 UTC","Tim Bird",""
"net/wireless/reg.c",1,"SPDX-License-Identifier: ISC","2026-03-05 22:04:21 UTC","Tim Bird",""
"net/wireless/reg.h",1,"SPDX-License-Identifier: ISC */","2026-03-05 22:04:21 UTC","Tim Bird",""
"net/wireless/trace.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 22:04:21 UTC","Tim Bird",""
"net/wireless/wext-core.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 22:04:21 UTC","Tim Bird",""
"net/wireless/wext-priv.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 22:04:21 UTC","Tim Bird",""
"net/wireless/wext-proc.c",1,"SPDX-License-Identifier: GPL-2.0","2026-03-05 22:04:21 UTC","Tim Bird",""
"sound/core/oss/copy.c",1,"SPDX-License-Identifier: LGPL-2.0+","2026-02-12 18:31:03 UTC","Tim Bird",""
"sound/core/oss/io.c",1,"SPDX-License-Identifier: LGPL-2.0+","2026-02-12 18:31:03 UTC","Tim Bird",""
"sound/core/oss/linear.c",1,"SPDX-License-Identifier: LGPL-2.0+","2026-02-12 18:31:03 UTC","Tim Bird",""
"sound/core/oss/mulaw.c",1,"SPDX-License-Identifier: LGPL-2.0+","2026-02-12 18:31:03 UTC","Tim Bird",""
"sound/core/oss/pcm_plugin.c",1,"SPDX-License-Identifier: LGPL-2.0+","2026-02-12 18:31:03 UTC","Tim Bird",""
"sound/core/oss/rate.c",1,"SPDX-License-Identifier: LGPL-2.0+","2026-02-12 18:31:03 UTC","Tim Bird",""
"sound/core/oss/route.c",1,"SPDX-License-Identifier: LGPL-2.0+","2026-02-12 18:31:03 UTC","Tim Bird",""
"sound/core/pcm_misc.c",1,"SPDX-License-Identifier: LGPL-2.0+","2026-02-12 18:31:03 UTC","Tim Bird",""
"sound/hda/core/trace.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-12 19:59:05 UTC","Tim Bird",""
"sound/isa/gus/interwave-stb.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-12 19:59:05 UTC","Tim Bird",""
"sound/isa/msnd/msnd_classic.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-12 19:59:05 UTC","Tim Bird",""
"sound/isa/opti9xx/opti92x-cs4231.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-12 19:59:05 UTC","Tim Bird",""
"sound/isa/opti9xx/opti93x.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-12 19:59:05 UTC","Tim Bird",""
"sound/isa/sb/jazz16.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-12 19:59:05 UTC","Tim Bird",""
"sound/isa/sb/sbawe.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-12 19:59:05 UTC","Tim Bird",""
"sound/oss/dmasound/dmasound_core.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/darla20_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/darla24_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/echo3g_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/echoaudio.h",1,"SPDX-License-Identifier: GPL-2.0-only */","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/echoaudio_3g.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/echoaudio_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/echoaudio_dsp.h",1,"SPDX-License-Identifier: GPL-2.0-only */","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/echoaudio_gml.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/gina20_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/gina24_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/indigo_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/indigo_express_dsp.c",1,"SPDX-License-Identifier: LGPL-2.1-or-later","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/indigodj_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/indigodjx_dsp.c",1,"SPDX-License-Identifier: LGPL-2.1-or-later","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/indigoio_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/indigoiox_dsp.c",1,"SPDX-License-Identifier: LGPL-2.1-or-later","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/layla20_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/layla24_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/mia_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/midi.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/echoaudio/mona_dsp.c",1,"SPDX-License-Identifier: GPL-2.0-only","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/pci/ens1371.c",1,"SPDX-License-Identifier: GPL-2.0","2026-02-12 23:49:28 UTC","Tim Bird",""
"sound/soc/amd/acp-rt5645.c",1,"SPDX-License-Identifier: MIT","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/amd/include/acp_2_2_d.h",1,"SPDX-License-Identifier: MIT */","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/amd/include/acp_2_2_enum.h",1,"SPDX-License-Identifier: MIT */","2026-02-17 19:08:37 UTC","Tim Bird",""
"sound/soc/amd/include/acp_2_2_sh_mask.h",1,"SPDX-License-Identifier: MIT */","2026-02-17 19:08:37 UTC","Tim Bird",""
